"Time,""bansos"""
2021-12-24,76
2021-12-25,0
2021-12-26,0
2021-12-27,66
2021-12-28,76
2021-12-29,0
2021-12-30,60
2021-12-31,0
2022-01-01,0
2022-01-02,0
2022-01-03,0
2022-01-04,0
2022-01-05,0
2022-01-06,100
2022-01-07,56
2022-01-08,0
2022-01-09,84
2022-01-10,0
2022-01-11,66
2022-01-12,0
2022-01-13,0
2022-01-14,0
2022-01-15,100
2022-01-16,0
2022-01-17,0
2022-01-18,0
2022-01-19,0
2022-01-20,62
2022-01-21,78
2022-01-22,0
2022-01-23,0
2022-01-24,0
2022-01-25,43
2022-01-26,58
2022-01-27,0
2022-01-28,0
2022-01-29,0
2022-01-30,0
2022-01-31,0
2022-02-01,0
2022-02-02,27
2022-02-03,30
2022-02-04,39
2022-02-05,0
2022-02-06,0
2022-02-07,0
2022-02-08,0
2022-02-09,0
2022-02-10,0
2022-02-11,0
2022-02-12,0
2022-02-13,37
2022-02-14,27
2022-02-15,27
2022-02-16,0
2022-02-17,22
2022-02-18,24
2022-02-19,38
2022-02-20,38
2022-02-21,46
2022-02-22,62
2022-02-23,88
2022-02-24,100
2022-02-25,76
2022-02-26,93
2022-02-27,75
2022-02-28,91
2022-03-01,91
2022-03-02,100
2022-03-03,85
2022-03-04,85
2022-03-05,92
2022-03-06,58
2022-03-07,67
2022-03-08,43
2022-03-09,40
2022-03-10,58
2022-03-11,32
2022-03-12,41
2022-03-13,45
2022-03-14,26
2022-03-15,36
2022-03-16,35
2022-03-17,0
2022-03-18,50
2022-03-19,42
2022-03-20,34
2022-03-21,27
2022-03-22,21
2022-03-23,0
2022-03-24,23
2022-03-25,23
2022-03-26,0
2022-03-27,37
2022-03-28,27
2022-03-29,24
2022-03-30,33
2022-03-31,0
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,0
2022-05-02,0
2022-05-03,0
2022-05-04,0
2022-05-05,0
2022-05-06,0
2022-05-07,66
2022-05-08,88
2022-05-09,0
2022-05-10,77
2022-05-11,0
2022-05-12,0
2022-05-13,0
2022-05-14,72
2022-05-15,0
2022-05-16,80
2022-05-17,100
2022-05-18,0
2022-05-19,66
2022-05-20,0
2022-05-21,84
2022-05-22,0
2022-05-23,96
2022-05-24,0
2022-05-25,66
2022-05-26,96
2022-05-27,0
2022-05-28,66
2022-05-29,0
2022-05-30,0
2022-05-31,0
2022-06-01,0
2022-06-02,48
2022-06-03,64
2022-06-04,54
2022-06-05,0
2022-06-06,40
2022-06-07,0
2022-06-08,41
2022-06-09,47
2022-06-10,0
2022-06-11,0
2022-06-12,0
2022-06-13,0
2022-06-14,44
2022-06-15,0
2022-06-16,0
2022-06-17,0
2022-06-18,0
2022-06-19,57
2022-06-20,47
2022-06-21,100
2022-06-22,75
2022-06-23,38
2022-06-24,0
2022-06-25,0
2022-06-26,0
2022-06-27,0
2022-06-28,72
2022-06-29,51
2022-06-30,58
2022-07-01,60
2022-07-02,88
2022-07-03,68
2022-07-04,88
2022-07-05,0
2022-07-06,68
2022-07-07,71
2022-07-08,0
2022-07-09,0
2022-07-10,0
2022-07-11,80
2022-07-12,0
2022-07-13,62
2022-07-14,0
2022-07-15,0
2022-07-16,71
2022-07-17,0
2022-07-18,100
2022-07-19,50
2022-07-20,63
2022-07-21,0
2022-07-22,74
2022-07-23,70
2022-07-24,76
2022-07-25,51
2022-07-26,58
2022-07-27,0
2022-07-28,67
2022-07-29,83
2022-07-30,0
2022-07-31,60
2022-08-01,58
2022-08-02,74
2022-08-03,49
2022-08-04,96
2022-08-05,79
2022-08-06,72
2022-08-07,63
2022-08-08,63
2022-08-09,69
2022-08-10,80
2022-08-11,100
2022-08-12,92
2022-08-13,86
2022-08-14,69
2022-08-15,0
2022-08-16,63
2022-08-17,70
2022-08-18,51
2022-08-19,53
2022-08-20,0
2022-08-21,0
2022-08-22,0
2022-08-23,0
2022-08-24,0
2022-08-25,0
2022-08-26,0
2022-08-27,0
2022-08-28,46
2022-08-29,0
2022-08-30,53
2022-08-31,86
2022-09-01,0
2022-09-02,8
2022-09-03,13
2022-09-04,12
2022-09-05,34
2022-09-06,95
2022-09-07,68
2022-09-08,84
2022-09-09,100
2022-09-10,82
2022-09-11,64
2022-09-12,68
2022-09-13,73
2022-09-14,69
2022-09-15,57
2022-09-16,44
2022-09-17,38
2022-09-18,23
2022-09-19,23
2022-09-20,27
2022-09-21,29
2022-09-22,20
2022-09-23,18
2022-09-24,13
2022-09-25,11
2022-09-26,12
2022-09-27,14
2022-09-28,11
2022-09-29,15
2022-09-30,15
2022-10-01,48
2022-10-02,50
2022-10-03,50
2022-10-04,100
2022-10-05,60
2022-10-06,85
2022-10-07,73
2022-10-08,54
2022-10-09,38
2022-10-10,57
2022-10-11,45
2022-10-12,44
2022-10-13,42
2022-10-14,44
2022-10-15,40
2022-10-16,23
2022-10-17,43
2022-10-18,38
2022-10-19,35
2022-10-20,30
2022-10-21,39
2022-10-22,45
2022-10-23,31
2022-10-24,29
2022-10-25,34
2022-10-26,47
2022-10-27,42
2022-10-28,48
2022-10-29,41
2022-10-30,29
2022-10-31,48
2022-11-01,23
2022-11-02,30
2022-11-03,29
2022-11-04,30
2022-11-05,42
2022-11-06,40
2022-11-07,41
2022-11-08,37
2022-11-09,18
2022-11-10,34
2022-11-11,33
2022-11-12,14
2022-11-13,35
2022-11-14,29
2022-11-15,29
2022-11-16,28
2022-11-17,27
2022-11-18,33
2022-11-19,35
2022-11-20,25
2022-11-21,33
2022-11-22,53
2022-11-23,72
2022-11-24,81
2022-11-25,100
2022-11-26,87
2022-11-27,68
2022-11-28,84
2022-11-29,73
2022-11-30,49
2022-12-01,86
2022-12-02,76
2022-12-03,33
2022-12-04,57
2022-12-05,49
2022-12-06,62
2022-12-07,81
2022-12-08,73
2022-12-09,35
2022-12-10,47
2022-12-11,32
2022-12-12,49
2022-12-13,46
2022-12-14,60
2022-12-15,48
2022-12-16,52
2022-12-17,45
2022-12-18,36
2022-12-19,57
2022-12-20,57
2022-12-21,0
2022-12-22,58
2022-12-23,42
2022-12-24,44
2022-12-25,0
2022-12-26,36
2022-12-27,27
2022-12-28,53
2022-12-29,34
2022-12-30,48
2022-12-31,35
2023-01-01,60
2023-01-02,70
2023-01-03,72
2023-01-04,100
2023-01-05,78
2023-01-06,78
2023-01-07,60
2023-01-08,57
2023-01-09,63
2023-01-10,55
2023-01-11,48
2023-01-12,56
2023-01-13,62
2023-01-14,53
2023-01-15,61
2023-01-16,70
2023-01-17,62
2023-01-18,65
2023-01-19,51
2023-01-20,61
2023-01-21,54
2023-01-22,41
2023-01-23,74
2023-01-24,47
2023-01-25,83
2023-01-26,52
2023-01-27,58
2023-01-28,51
2023-01-29,32
2023-01-30,62
2023-01-31,73
2023-02-01,78
2023-02-02,85
2023-02-03,76
2023-02-04,69
2023-02-05,65
2023-02-06,58
2023-02-07,69
2023-02-08,40
2023-02-09,64
2023-02-10,57
2023-02-11,0
2023-02-12,80
2023-02-13,76
2023-02-14,79
2023-02-15,81
2023-02-16,81
2023-02-17,100
2023-02-18,64
2023-02-19,52
2023-02-20,77
2023-02-21,87
2023-02-22,88
2023-02-23,77
2023-02-24,72
2023-02-25,46
2023-02-26,68
2023-02-27,95
2023-02-28,76
2023-03-01,59
2023-03-02,53
2023-03-03,70
2023-03-04,71
2023-03-05,90
2023-03-06,81
2023-03-07,100
2023-03-08,92
2023-03-09,88
2023-03-10,90
2023-03-11,68
2023-03-12,79
2023-03-13,57
2023-03-14,49
2023-03-15,79
2023-03-16,57
2023-03-17,51
2023-03-18,67
2023-03-19,30
2023-03-20,35
2023-03-21,54
2023-03-22,28
2023-03-23,49
2023-03-24,40
2023-03-25,0
2023-03-26,40
2023-03-27,48
2023-03-28,45
2023-03-29,44
2023-03-30,39
2023-03-31,46
2023-04-01,31
2023-04-02,42
2023-04-03,42
2023-04-04,41
2023-04-05,36
2023-04-06,37
2023-04-07,55
2023-04-08,48
2023-04-09,50
2023-04-10,61
2023-04-11,50
2023-04-12,55
2023-04-13,60
2023-04-14,44
2023-04-15,49
2023-04-16,63
2023-04-17,53
2023-04-18,72
2023-04-19,100
2023-04-20,83
2023-04-21,39
2023-04-22,0
2023-04-23,30
2023-04-24,26
2023-04-25,36
2023-04-26,26
2023-04-27,32
2023-04-28,35
2023-04-29,47
2023-04-30,39
2023-05-01,67
2023-05-02,85
2023-05-03,100
2023-05-04,93
2023-05-05,70
2023-05-06,85
2023-05-07,52
2023-05-08,77
2023-05-09,69
2023-05-10,67
2023-05-11,70
2023-05-12,54
2023-05-13,78
2023-05-14,45
2023-05-15,66
2023-05-16,32
2023-05-17,65
2023-05-18,58
2023-05-19,67
2023-05-20,48
2023-05-21,42
2023-05-22,55
2023-05-23,59
2023-05-24,56
2023-05-25,41
2023-05-26,35
2023-05-27,49
2023-05-28,29
2023-05-29,57
2023-05-30,68
2023-05-31,57
2023-06-01,35
2023-06-02,42
2023-06-03,25
2023-06-04,43
2023-06-05,42
2023-06-06,38
2023-06-07,31
2023-06-08,23
2023-06-09,39
2023-06-10,44
2023-06-11,40
2023-06-12,37
2023-06-13,37
2023-06-14,41
2023-06-15,46
2023-06-16,50
2023-06-17,31
2023-06-18,49
2023-06-19,40
2023-06-20,58
2023-06-21,64
2023-06-22,47
2023-06-23,39
2023-06-24,66
2023-06-25,100
2023-06-26,69
2023-06-27,66
2023-06-28,44
2023-06-29,44
2023-06-30,0
2023-07-01,60
2023-07-02,58
2023-07-03,67
2023-07-04,53
2023-07-05,100
2023-07-06,64
2023-07-07,64
2023-07-08,54
2023-07-09,50
2023-07-10,49
2023-07-11,54
2023-07-12,58
2023-07-13,0
2023-07-14,46
2023-07-15,60
2023-07-16,46
2023-07-17,43
2023-07-18,41
2023-07-19,40
2023-07-20,39
2023-07-21,46
2023-07-22,48
2023-07-23,43
2023-07-24,37
2023-07-25,28
2023-07-26,37
2023-07-27,54
2023-07-28,31
2023-07-29,59
2023-07-30,40
2023-07-31,54
2023-08-01,21
2023-08-02,33
2023-08-03,22
2023-08-04,32
2023-08-05,26
2023-08-06,19
2023-08-07,32
2023-08-08,27
2023-08-09,34
2023-08-10,32
2023-08-11,33
2023-08-12,38
2023-08-13,32
2023-08-14,38
2023-08-15,46
2023-08-16,40
2023-08-17,24
2023-08-18,36
2023-08-19,36
2023-08-20,30
2023-08-21,38
2023-08-22,49
2023-08-23,63
2023-08-24,50
2023-08-25,56
2023-08-26,49
2023-08-27,62
2023-08-28,100
2023-08-29,72
2023-08-30,46
2023-08-31,36
2023-09-01,76
2023-09-02,67
2023-09-03,70
2023-09-04,100
2023-09-05,82
2023-09-06,64
2023-09-07,51
2023-09-08,67
2023-09-09,34
2023-09-10,47
2023-09-11,52
2023-09-12,83
2023-09-13,46
2023-09-14,62
2023-09-15,58
2023-09-16,44
2023-09-17,54
2023-09-18,52
2023-09-19,49
2023-09-20,78
2023-09-21,44
2023-09-22,54
2023-09-23,33
2023-09-24,47
2023-09-25,47
2023-09-26,51
2023-09-27,42
2023-09-28,46
2023-09-29,36
2023-09-30,43
2023-10-01,26
2023-10-02,30
2023-10-03,42
2023-10-04,21
2023-10-05,39
2023-10-06,36
2023-10-07,41
2023-10-08,36
2023-10-09,32
2023-10-10,23
2023-10-11,44
2023-10-12,31
2023-10-13,41
2023-10-14,41
2023-10-15,54
2023-10-16,28
2023-10-17,50
2023-10-18,65
2023-10-19,47
2023-10-20,52
2023-10-21,36
2023-10-22,44
2023-10-23,57
2023-10-24,45
2023-10-25,63
2023-10-26,59
2023-10-27,91
2023-10-28,100
2023-10-29,64
2023-10-30,89
2023-10-31,95
2023-11-01,100
2023-11-02,63
2023-11-03,57
2023-11-04,34
2023-11-05,29
2023-11-06,39
2023-11-07,25
2023-11-08,29
2023-11-09,20
2023-11-10,31
2023-11-11,25
2023-11-12,28
2023-11-13,33
2023-11-14,54
2023-11-15,55
2023-11-16,48
2023-11-17,47
2023-11-18,32
2023-11-19,30
2023-11-20,29
2023-11-21,35
2023-11-22,33
2023-11-23,36
2023-11-24,35
2023-11-25,29
2023-11-26,30
2023-11-27,32
2023-11-28,32
2023-11-29,29
2023-11-30,25
2023-12-01,43
2023-12-02,71
2023-12-03,26
2023-12-04,43
2023-12-05,67
2023-12-06,64
2023-12-07,35
2023-12-08,42
2023-12-09,67
2023-12-10,38
2023-12-11,49
2023-12-12,29
2023-12-13,29
2023-12-14,42
2023-12-15,48
2023-12-16,54
2023-12-17,30
2023-12-18,70
2023-12-19,100
2023-12-20,98
2023-12-21,70
2023-12-22,40
2023-12-23,66
2023-12-24,42
2023-12-25,43
2023-12-26,67
2023-12-27,65
2023-12-28,37
2023-12-29,69
2023-12-30,26
2023-12-31,37
2024-01-01,29
2024-01-02,51
2024-01-03,39
2024-01-04,47
2024-01-05,51
2024-01-06,29
2024-01-07,39
2024-01-08,41
2024-01-09,43
2024-01-10,35
2024-01-11,32
2024-01-12,41
2024-01-13,37
2024-01-14,35
2024-01-15,63
2024-01-16,54
2024-01-17,44
2024-01-18,35
2024-01-19,31
2024-01-20,49
2024-01-21,39
2024-01-22,28
2024-01-23,43
2024-01-24,52
2024-01-25,57
2024-01-26,49
2024-01-27,62
2024-01-28,58
2024-01-29,83
2024-01-30,100
2024-01-31,97
2024-02-01,99
2024-02-02,100
2024-02-03,77
2024-02-04,78
2024-02-05,93
2024-02-06,61
2024-02-07,65
2024-02-08,52
2024-02-09,67
2024-02-10,45
2024-02-11,41
2024-02-12,41
2024-02-13,29
2024-02-14,22
2024-02-15,50
2024-02-16,58
2024-02-17,55
2024-02-18,79
2024-02-19,84
2024-02-20,67
2024-02-21,67
2024-02-22,69
2024-02-23,51
2024-02-24,68
2024-02-25,39
2024-02-26,48
2024-02-27,58
2024-02-28,45
2024-02-29,60
2024-03-01,41
2024-03-02,66
2024-03-03,46
2024-03-04,51
2024-03-05,63
2024-03-06,79
2024-03-07,100
2024-03-08,81
2024-03-09,62
2024-03-10,55
2024-03-11,54
2024-03-12,37
2024-03-13,48
2024-03-14,51
2024-03-15,47
2024-03-16,31
2024-03-17,34
2024-03-18,39
2024-03-19,46
2024-03-20,40
2024-03-21,33
2024-03-22,39
2024-03-23,30
2024-03-24,49
2024-03-25,41
2024-03-26,32
2024-03-27,35
2024-03-28,33
2024-03-29,35
2024-03-30,37
2024-03-31,55
2024-04-01,85
2024-04-02,100
2024-04-03,91
2024-04-04,70
2024-04-05,47
2024-04-06,71
2024-04-07,47
2024-04-08,0
2024-04-09,32
2024-04-10,0
2024-04-11,36
2024-04-12,49
2024-04-13,0
2024-04-14,35
2024-04-15,0
2024-04-16,28
2024-04-17,45
2024-04-18,34
2024-04-19,48
2024-04-20,37
2024-04-21,0
2024-04-22,55
2024-04-23,39
2024-04-24,52
2024-04-25,35
2024-04-26,60
2024-04-27,0
2024-04-28,35
2024-04-29,35
2024-04-30,29
2024-05-01,29
2024-05-02,37
2024-05-03,37
2024-05-04,34
2024-05-05,61
2024-05-06,37
2024-05-07,41
2024-05-08,55
2024-05-09,40
2024-05-10,32
2024-05-11,37
2024-05-12,37
2024-05-13,37
2024-05-14,54
2024-05-15,0
2024-05-16,0
2024-05-17,56
2024-05-18,33
2024-05-19,52
2024-05-20,37
2024-05-21,45
2024-05-22,54
2024-05-23,55
2024-05-24,54
2024-05-25,31
2024-05-26,40
2024-05-27,38
2024-05-28,100
2024-05-29,87
2024-05-30,63
2024-05-31,0
2024-06-01,39
2024-06-02,0
2024-06-03,100
2024-06-04,89
2024-06-05,47
2024-06-06,37
2024-06-07,40
2024-06-08,44
2024-06-09,42
2024-06-10,64
2024-06-11,0
2024-06-12,38
2024-06-13,52
2024-06-14,37
2024-06-15,42
2024-06-16,0
2024-06-17,0
2024-06-18,0
2024-06-19,0
2024-06-20,43
2024-06-21,35
2024-06-22,42
2024-06-23,0
2024-06-24,35
2024-06-25,64
2024-06-26,0
2024-06-27,54
2024-06-28,36
2024-06-29,36
2024-06-30,38
2024-07-01,37
2024-07-02,56
2024-07-03,43
2024-07-04,58
2024-07-05,49
2024-07-06,71
2024-07-07,39
2024-07-08,57
2024-07-09,76
2024-07-10,64
2024-07-11,63
2024-07-12,41
2024-07-13,0
2024-07-14,0
2024-07-15,0
2024-07-16,55
2024-07-17,49
2024-07-18,49
2024-07-19,52
2024-07-20,50
2024-07-21,60
2024-07-22,45
2024-07-23,49
2024-07-24,35
2024-07-25,70
2024-07-26,78
2024-07-27,39
2024-07-28,55
2024-07-29,67
2024-07-30,59
2024-07-31,100
2024-08-01,96
2024-08-02,59
2024-08-03,72
2024-08-04,86
2024-08-05,83
2024-08-06,100
2024-08-07,60
2024-08-08,83
2024-08-09,54
2024-08-10,32
2024-08-11,37
2024-08-12,44
2024-08-13,43
2024-08-14,45
2024-08-15,33
2024-08-16,0
2024-08-17,0
2024-08-18,0
2024-08-19,26
2024-08-20,33
2024-08-21,0
2024-08-22,0
2024-08-23,32
2024-08-24,0
2024-08-25,0
2024-08-26,38
2024-08-27,27
2024-08-28,27
2024-08-29,0
2024-08-30,0
2024-08-31,0
2024-09-01,0
2024-09-02,52
2024-09-03,0
2024-09-04,47
2024-09-05,45
2024-09-06,95
2024-09-07,79
2024-09-08,0
2024-09-09,0
2024-09-10,46
2024-09-11,51
2024-09-12,0
2024-09-13,0
2024-09-14,0
2024-09-15,0
2024-09-16,0
2024-09-17,0
2024-09-18,0
2024-09-19,0
2024-09-20,54
2024-09-21,65
2024-09-22,0
2024-09-23,97
2024-09-24,61
2024-09-25,100
2024-09-26,49
2024-09-27,0
2024-09-28,69
2024-09-29,0
2024-09-30,78
2024-10-01,32
2024-10-02,44
2024-10-03,53
2024-10-04,46
2024-10-05,54
2024-10-06,56
2024-10-07,66
2024-10-08,100
2024-10-09,88
2024-10-10,78
2024-10-11,79
2024-10-12,45
2024-10-13,54
2024-10-14,65
2024-10-15,38
2024-10-16,30
2024-10-17,58
2024-10-18,44
2024-10-19,47
2024-10-20,41
2024-10-21,26
2024-10-22,24
2024-10-23,32
2024-10-24,36
2024-10-25,26
2024-10-26,40
2024-10-27,0
2024-10-28,34
2024-10-29,33
2024-10-30,41
2024-10-31,32
2024-11-01,55
2024-11-02,47
2024-11-03,57
2024-11-04,34
2024-11-05,41
2024-11-06,26
2024-11-07,83
2024-11-08,100
2024-11-09,75
2024-11-10,47
2024-11-11,60
2024-11-12,80
2024-11-13,81
2024-11-14,85
2024-11-15,52
2024-11-16,62
2024-11-17,69
2024-11-18,43
2024-11-19,36
2024-11-20,62
2024-11-21,55
2024-11-22,97
2024-11-23,80
2024-11-24,69
2024-11-25,52
2024-11-26,64
2024-11-27,50
2024-11-28,52
2024-11-29,73
2024-11-30,56
2024-12-01,41
2024-12-02,34
2024-12-03,55
2024-12-04,74
2024-12-05,73
2024-12-06,74
2024-12-07,75
2024-12-08,60
2024-12-09,84
2024-12-10,72
2024-12-11,83
2024-12-12,47
2024-12-13,47
2024-12-14,44
2024-12-15,42
2024-12-16,51
2024-12-17,70
2024-12-18,100
2024-12-19,72
2024-12-20,90
2024-12-21,39
2024-12-22,42
2024-12-23,73
2024-12-24,74
2024-12-25,41
2024-12-26,40
2024-12-27,39
2024-12-28,58
2024-12-29,52
2024-12-30,51
2024-12-31,36
